AccSpeciesName,endo,wind,cache,water,ant,attach,ballistic,biotic
Wettinia maynensis,0.666666666666667,0,0.333333333333333,0,0,0,0,1
Whiteochloa capillipes,0,0,0,0,1,0,0,1
Whyanbeelia terrae-reginae,1,0,0,0,0,0,0,1
Wiborgia monoptera,0,1,0,0,0,0,0,0
Widdringtonia nodiflora,0,1,0,0,0,0,0,0
Widdringtonia wallichii,0,0.666666666666667,0.333333333333333,0,0,0,0,0.333333333333333
Wikstroemia elliptica,1,0,0,0,0,0,0,1
Wikstroemia ganpi,1,0,0,0,0,0,0,1
Wikstroemia indica,1,0,0,0,0,0,0,1
Wikstroemia nutans,1,0,0,0,0,0,0,1
Wilbrandia hibiscoides,1,0,0,0,0,0,0,1
Wilkiea angustifolia,1,0,0,0,0,0,0,1
Wilkiea hugeliana,1,0,0,0,0,0,0,1
Wilkiea longipes,1,0,0,0,0,0,0,1
Wilkiea macrophylla,1,0,0,0,0,0,0,1
Wilkiea pubescens,1,0,0,0,0,0,0,1
Wilkiea rigidifolia,1,0,0,0,0,0,0,1
Wilkiea wardellii,1,0,0,0,0,0,0,1
Willdenowia incurvata,0,0,1,0,0,0,0,1
Williamodendron spectabile,1,0,0,0,0,0,0,1
Wilsonia backhousei,0,0,0,1,0,0,0,0
Wimmeria bartlettii,0.333333333333333,0.666666666666667,0,0,0,0,0,0.333333333333333
Wimmeria lanceolata,0,1,0,0,0,0,0,0
Wimmeria pubescens,1,0,0,0,0,0,0,1
Wimmeria sternii,1,0,0,0,0,0,0,1
Winika cunninghamii,0,1,0,0,0,0,0,0
Wisteria sinensis,0,0,0,0,0,0,1,0
Withania adpressa,1,0,0,0,0,0,0,1
Withania aristata,1,0,0,0,0,0,0,1
Withania frutescens,1,0,0,0,0,0,0,1
Withania somnifera,1,0,0,0,0,0,0,1
Witheringia asterotricha,1,0,0,0,0,0,0,1
Witheringia coccoloboides,1,0,0,0,0,0,0,1
Witheringia correana,1,0,0,0,0,0,0,1
Witheringia cuneata,1,0,0,0,0,0,0,1
Witheringia maculata,1,0,0,0,0,0,0,1
Witheringia meiantha,1,0,0,0,0,0,0,1
Witheringia solanacea,1,0,0,0,0,0,0,1
Wittmackanthus stanleyanus,0,1,0,0,0,0,0,0
Wodyetia bifurcata,1,0,0,0,0,0,0,1
Wolffia australiana,0,0,0,1,0,0,0,0
Wollastonia biflora,0,0,0,1,0,0,0,0
Wollemia nobilis,0,1,0,0,0,0,0,0
Woodfordia fruticosa,1,0,0,0,0,0,0,1
Xanthium spinosum,0,0,0,0,0,1,0,0.75
Xanthium strumarium,0,0,0,0,0,1,0,0.909090909090909
Xanthocercis zambesiaca,0.5,0,0.5,0,0,0,0,1
Xanthophyllum flavescens,1,0,0,0,0,0,0,1
Xanthophyllum fragrans,1,0,0,0,0,0,0,1
Xanthophyllum octandrum,1,0,0,0,0,0,0,1
Xanthosia atkinsoniana,0,0,0,0,1,0,0,1
Xanthosia dissecta,0,0,0,0,1,0,0,1
Xanthosia pilosa,0,0,0,0,1,0,0,1
Xanthosia tridentata,0,0,0,0,1,0,0,1
Xanthosoma daguense,1,0,0,0,0,0,0,1
Xanthosoma granvillei,1,0,0,0,0,0,0,1
Xanthosoma mexicanum,1,0,0,0,0,0,0,1
Xanthosoma robustum,1,0,0,0,0,0,0,1
Xanthosoma wendlandii,1,0,0,0,0,0,0,1
Xantolis cotinifolia,1,0,0,0,0,0,0,1
Xantolis euphlebia,1,0,0,0,0,0,0,1
Xantolis nitida,1,0,0,0,0,0,0,1
Xantolis sericea,1,0,0,0,0,0,0,1
Xantolis tomentosa,1,0,0,0,0,0,0,1
Xeranthemum inapertum,0,1,0,0,0,0,0,0
Xerochrysum bracteatum,0,1,0,0,0,0,0,0
Xerochrysum viscosum,0,1,0,0,0,0,0,0
Xeronema callistemon,0,1,0,0,0,0,0,0
Xerospermum glabratum,1,0,0,0,0,0,0,1
Xerospermum noronhianum,1,0,0,0,0,0,0,1
Ximenia americana,0.967741935483871,0,0,0.032258064516129,0,0,0,0.96969696969697
Ximenia caffra,1,0,0,0,0,0,0,1
Xiphidium caeruleum,0.8,0,0,0,0.2,0,0,1
Xolisma ferruginea,0,1,0,0,0,0,0,0
Xylocarpus granatum,0,0,0,1,0,0,0,0
Xylocarpus moluccensis,0,0,0,1,0,0,0,0
Xylococcus bicolor,1,0,0,0,0,0,0,0.5
Xylomelum pyriforme,0,1,0,0,0,0,0,0
Xylopia acutiflora,1,0,0,0,0,0,0,1
Xylopia aethiopica,1,0,0,0,0,0,0,1
Xylopia amazonica,1,0,0,0,0,0,0,1
Xylopia aromatica,0.109090909090909,0,0,0,0.890909090909091,0,0,1
Xylopia barbata,1,0,0,0,0,0,0,1
Xylopia benthamii,1,0,0,0,0,0,0,1
Xylopia bocatorena,1,0,0,0,0,0,0,1
Xylopia brasiliensis,1,0,0,0,0,0,0,1
Xylopia buxifolia,1,0,0,0,0,0,0,1
Xylopia calophylla,1,0,0,0,0,0,0,1
Xylopia cayennensis,1,0,0,0,0,0,0,1
Xylopia chrysophylla,1,0,0,0,0,0,0,1
Xylopia collina,1,0,0,0,0,0,0,1
Xylopia crinita,1,0,0,0,0,0,0,1
Xylopia cuspidata,1,0,0,0,0,0,0,1
Xylopia densiflora,1,0,0,0,0,0,0,1
Xylopia discreta,1,0,0,0,0,0,0,1
Xylopia emarginata,1,0,0,0,0,0,0,1
Xylopia excellens,1,0,0,0,0,0,0,1
Xylopia frutescens,1,0,0,0,0,0,0,1
Xylopia holtzii,1,0,0,0,0,0,0,1
Xylopia hypolampra,1,0,0,0,0,0,0,1
Xylopia langsdorfiana,0.166666666666667,0,0,0,0.833333333333333,0,0,1
Xylopia ligustrifolia,1,0,0,0,0,0,0,1
Xylopia maccreae,1,0,0,0,0,0,0,1
Xylopia macrantha,1,0,0,0,0,0,0,1
Xylopia magna,1,0,0,0,0,0,0,1
Xylopia malayana,1,0,0,0,0,0,0,1
Xylopia micans,1,0,0,0,0,0,0,1
Xylopia multiflora,1,0,0,0,0,0,0,1
Xylopia nervosa,1,0,0,0,0,0,0,1
Xylopia nitida,1,0,0,0,0,0,0,1
Xylopia ochrantha,1,0,0,0,0,0,0,1
Xylopia odoratissima,1,0,0,0,0,0,0,1
Xylopia parviflora,1,0,0,0,0,0,0,0.75
Xylopia peruviana,1,0,0,0,0,0,0,1
Xylopia phloiodora,1,0,0,0,0,0,0,1
Xylopia plowmanii,1,0,0,0,0,0,0,1
Xylopia polyantha,1,0,0,0,0,0,0,1
Xylopia pulcherrima,1,0,0,0,0,0,0,1
Xylopia quintasii,1,0,0,0,0,0,0,1
Xylopia richardii,1,0,0,0,0,0,0,1
Xylopia rubescens,1,0,0,0,0,0,0,1
Xylopia sericea,1,0,0,0,0,0,0,1
Xylopia spruceana,1,0,0,0,0,0,0,1
Xylopia staudtii,1,0,0,0,0,0,0,1
Xylopia surinamensis,1,0,0,0,0,0,0,1
Xylopia tomentosa,1,0,0,0,0,0,0,1
Xylopia torrei,1,0,0,0,0,0,0,1
Xylopia trichostemon,1,0,0,0,0,0,0,1
Xylopia uniflora,1,0,0,0,0,0,0,1
Xylopia venezuelana,1,0,0,0,0,0,0,1
Xylopia villosa,1,0,0,0,0,0,0,1
Xylosma benthamii,1,0,0,0,0,0,0,1
Xylosma characantha,1,0,0,0,0,0,0,1
Xylosma chlorantha,1,0,0,0,0,0,0,1
Xylosma ciliatifolia,1,0,0,0,0,0,0,1
Xylosma cinerea,1,0,0,0,0,0,0,1
Xylosma congesta,1,0,0,0,0,0,0,1
Xylosma flexuosa,1,0,0,0,0,0,0,1
Xylosma glaberrima,1,0,0,0,0,0,0,1
Xylosma hispidula,1,0,0,0,0,0,0,1
Xylosma horrida,1,0,0,0,0,0,0,1
Xylosma intermedia,1,0,0,0,0,0,0,1
Xylosma longipedicellata,1,0,0,0,0,0,0,1
Xylosma nelsonii,1,0,0,0,0,0,0,1
Xylosma oligandra,1,0,0,0,0,0,0,1
Xylosma panamensis,1,0,0,0,0,0,0,1
Xylosma pseudosalzmanii,1,0,0,0,0,0,0,1
Xylosma pubescens,1,0,0,0,0,0,0,1
Xylosma quichensis,1,0,0,0,0,0,0,1
Xylosma simulans,1,0,0,0,0,0,0,1
Xylosma suaveolens,1,0,0,0,0,0,0,1
Xylosma tessmannii,1,0,0,0,0,0,0,1
Xylosma velutina,1,0,0,0,0,0,0,1
Xylotheca kraussiana,1,0,0,0,0,0,0,1
Xymalos monospora,1,0,0,0,0,0,0,0.933333333333333
Xyris lanata,1,0,0,0,0,0,0,1
Yakirra pauciflora,0,0.75,0,0,0.25,0,0,0.25
Yasunia sessiliflora,0,0,1,0,0,0,0,1
Youngia japonica,0,0,0,0,1,0,0,1
Yucca baccata,0,0,1,0,0,0,0,1
Yucca brevifolia,0.111111111111111,0,0.888888888888889,0,0,0,0,1
Yucca elata,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,0,0.75
Yucca gloriosa,1,0,0,0,0,0,0,1
Yucca schidigera,0,0,1,0,0,0,0,1
Zaluzianskya benthamiana,0,1,0,0,0,0,0,0
Zaluzianskya villosa,0,1,0,0,0,0,0,0
Zamia acuminata,1,0,0,0,0,0,0,1
Zamia herrerae,1,0,0,0,0,0,0,1
Zamia muricata,1,0,0,0,0,0,0,1
Zamia neurophyllidia,1,0,0,0,0,0,0,1
Zanha africana,1,0,0,0,0,0,0,1
Zanha golungensis,1,0,0,0,0,0,0,1
Zannichellia palustris,0.25,0,0.25,0.25,0,0.25,0,0.5
Zantedeschia aethiopica,1,0,0,0,0,0,0,1
Zanthoxylum acuminatum,1,0,0,0,0,0,0,1
Zanthoxylum amapaense,1,0,0,0,0,0,0,1
Zanthoxylum apiculatum,1,0,0,0,0,0,0,1
Zanthoxylum brachyacanthum,1,0,0,0,0,0,0,1
Zanthoxylum capense,1,0,0,0,0,0,0,1
Zanthoxylum caribaeum,1,0,0,0,0,0,0,0.5
Zanthoxylum chalybeum,1,0,0,0,0,0,0,1
Zanthoxylum coco,1,0,0,0,0,0,0,1
Zanthoxylum compactum,1,0,0,0,0,0,0,1
Zanthoxylum culantrilo,1,0,0,0,0,0,0,1
Zanthoxylum davyi,1,0,0,0,0,0,0,1
Zanthoxylum deremense,1,0,0,0,0,0,0,1
Zanthoxylum djalma-batistae,1,0,0,0,0,0,0,1
Zanthoxylum ekmanii,0.5,0,0,0,0.5,0,0,0.666666666666667
Zanthoxylum fagara,1,0,0,0,0,0,0,1
Zanthoxylum flavum,1,0,0,0,0,0,0,1
Zanthoxylum formiciferum,1,0,0,0,0,0,0,1
Zanthoxylum gilletii,1,0,0,0,0,0,0,1
Zanthoxylum heitzii,1,0,0,0,0,0,0,1
Zanthoxylum huberi,1,0,0,0,0,0,0,1
Zanthoxylum leprieurii,1,0,0,0,0,0,0,1
Zanthoxylum madagascariense,1,0,0,0,0,0,0,1
Zanthoxylum mantaro,1,0,0,0,0,0,0,1
Zanthoxylum martinicense,1,0,0,0,0,0,0,1
Zanthoxylum melanostictum,1,0,0,0,0,0,0,1
Zanthoxylum monogynum,1,0,0,0,0,0,0,0.5
Zanthoxylum ovalifolium,1,0,0,0,0,0,0,1
Zanthoxylum panamense,1,0,0,0,0,0,0,1
Zanthoxylum paulae,1,0,0,0,0,0,0,0.5
Zanthoxylum pentandrum,1,0,0,0,0,0,0,1
Zanthoxylum pinnatum,1,0,0,0,0,0,0,1
Zanthoxylum rhetsa,1,0,0,0,0,0,0,1
Zanthoxylum rhoifolium,1,0,0,0,0,0,0,0.916666666666667
Zanthoxylum riedelianum,1,0,0,0,0,0,0,1
Zanthoxylum rigidum,1,0,0,0,0,0,0,1
Zanthoxylum setulosum,1,0,0,0,0,0,0,1
Zanthoxylum sprucei,1,0,0,0,0,0,0,0.5
Zanthoxylum tsihanimposa,1,0,0,0,0,0,0,1
Zanthoxylum zanthoxyloides,1,0,0,0,0,0,0,1
Zapoteca amazonica,0,0,0,0,0,0,1,0
Zea mays,0.8,0,0.2,0,0,0,0,1
Zehneria cunninghamii,1,0,0,0,0,0,0,1
Zehneria guamensis,1,0,0,0,0,0,0,1
Zehneria japonica,1,0,0,0,0,0,0,1
Zehneria marlothii,1,0,0,0,0,0,0,1
Zehneria minutiflora,1,0,0,0,0,0,0,1
Zehneria mucronata,1,0,0,0,0,0,0,1
Zehneria pallidinervia,1,0,0,0,0,0,0,1
Zehneria parvifolia,1,0,0,0,0,0,0,1
Zehneria thwaitesii,1,0,0,0,0,0,0,1
Zeltnera texensis,0,1,0,0,0,0,0,0
Zeyheria tuberculosa,0,1,0,0,0,0,0,0
Zieria adenodonta,0,0,0,0,0,0,1,0
Zieria aspalathoides,0,0,0,0,0,0,1,0
Zieria buxijugum,0,0,0,0,0,0,1,0
Zieria citriodora,0,0,0,0,0,0,1,0
Zieria cytisoides,0,0,0,0,0,0,1,0
Zieria floydii,0,0,0,0,0,0,1,0
Zieria formosa,0,0,0,0,0,0,1,0
Zieria fraseri,0,0,0,0,0,0,1,0
Zieria involucrata,0,0,0,0,0,0,1,0
Zieria laevigata,0,0,0,0,0,0,1,0
Zieria lasiocaulis,0,0,0,0,0.5,0,0.5,0.5
Zieria laxiflora,0,0,0,0,0,0,1,0
Zieria montana,1,0,0,0,0,0,0,1
Zieria murphyi,0,0,0,0,0,0,1,0
Zieria parrisiae,0,0,0,0,0,0,1,0
Zieria pilosa,0,0,0,0,0,0,1,0
Zieria prostrata,0,0,0,0,0,0,1,0
Zieria robusta,0,0,0,0,0,0,1,0
Zieria smithii,0.5,0,0,0,0,0,0.5,0.5
Zilla macroptera,0,1,0,0,0,0,0,0
Zilla spinosa,0,1,0,0,0,0,0,0
Zinnia grandiflora,0,1,0,0,0,0,0,0
Zinowiewia australis,0,1,0,0,0,0,0,0
Zinowiewia aymardii,0,1,0,0,0,0,0,0
Zinowiewia concinna,0,1,0,0,0,0,0,0
Ziziphus abyssinica,1,0,0,0,0,0,0,1
Ziziphus cinnamomum,1,0,0,0,0,0,0,1
Ziziphus guatemalensis,1,0,0,0,0,0,0,1
Ziziphus joazeiro,1,0,0,0,0,0,0,1
Ziziphus jujuba,1,0,0,0,0,0,0,1
Ziziphus lotus,1,0,0,0,0,0,0,1
Ziziphus mauritiana,1,0,0,0,0,0,0,0.666666666666667
Ziziphus mucronata,0.875,0,0.125,0,0,0,0,1
Ziziphus nummularia,1,0,0,0,0,0,0,1
Ziziphus oenopolia,1,0,0,0,0,0,0,1
Ziziphus pubescens,1,0,0,0,0,0,0,1
Ziziphus rivularis,1,0,0,0,0,0,0,1
Ziziphus rugosa,1,0,0,0,0,0,0,1
Ziziphus thyrsiflora,0.666666666666667,0,0.333333333333333,0,0,0,0,1
Ziziphus timoriensis,1,0,0,0,0,0,0,1
Ziziphus xylopyrus,1,0,0,0,0,0,0,1
Zollernia grandifolia,1,0,0,0,0,0,0,1
Zollernia ilicifolia,1,0,0,0,0,0,0,1
Zollernia paraensis,0.5,0,0.5,0,0,0,0,1
Zostera capricorni,0,0,0,1,0,0,0,0
Zostera marina,0.5,0,0,0.5,0,0,0,0.333333333333333
Zostera muelleri,0,0,0,1,0,0,0,0
Zotovia acicularis,0,1,0,0,0,0,0,0
Zotovia colensoi,0,1,0,0,0,0,0,0
Zotovia thomsonii,0,1,0,0,0,0,0,0
Zoysia minima,0,1,0,0,0,0,0,0
Zoysia pauciflora,0,1,0,0,0,0,0,0
Zuelania guidonia,1,0,0,0,0,0,0,1
Zygia ampla,0,0,0,1,0,0,0,0
Zygia basijuga,0,0,0,1,0,0,0,0
Zygia cataractae,0,0,0,1,0,0,0,0
Zygia cauliflora,0,0,0,1,0,0,0,0
Zygia claviflora,0,0,0,1,0,0,0,0
Zygia coccinea,0,0,0,1,0,0,0,0
Zygia collina,0,0,0,1,0,0,0,0
Zygia dinizii,0,0,0,1,0,0,0,0
Zygia divaricata,0,0,0,1,0,0,0,0
Zygia glomerata,0,0,0,1,0,0,0,0
Zygia heteroneura,0,0,0,1,0,0,0,0
Zygia inaequalis,0,0,0,1,0,0,0,0
Zygia inundata,0,0,0,1,0,0,0,0
Zygia juruana,0,0,0,1,0,0,0,0
Zygia lathetica,0,0,0,1,0,0,0,0
Zygia latifolia,0.5,0,0,0.5,0,0,0,0.5
Zygia longifolia,0.5,0,0,0.5,0,0,0,0.5
Zygia macbridei,0,0,0,1,0,0,0,0
Zygia macrophylla,0,0,0,1,0,0,0,0
Zygia racemosa,0.5,0,0,0.5,0,0,0,0.5
Zygia ramiflora,0.5,0,0,0.5,0,0,0,0.5
Zygia sabatieri,0,0,0,1,0,0,0,0
Zygia tetragona,0,0,0,1,0,0,0,0
Zygia trunciflora,1,0,0,0,0,0,0,1
Zygia unifoliolata,0,0,0,1,0,0,0,0
Zygogynum queenslandianum,1,0,0,0,0,0,0,1
Zygophyllum dumosum,0,1,0,0,0,0,0,0
Zygophyllum microphyllum,0,1,0,0,0,0,0,0
Zygophyllum retrofractum,0,1,0,0,0,0,0,0
Abdra brachycarpa,,,,,,,,0
Abronia villosa,,,,,,,,0
Abutilon angulatum,,,,,,,,1
Abutilon cryptopetalum,,,,,,,,0
Abutilon fraseri,,,,,,,,0
Abutilon sonneratianum,,,,,,,,1
Abutilon theophrasti,,,,,,,,0
Abutilon trisulcatum,,,,,,,,0
Acacia cambagei,,,,,,,,0
Acacia coriacea,,,,,,,,1
Acacia decurrens,,,,,,,,1
Acacia elata,,,,,,,,0.5
Acacia excelsa,,,,,,,,0
Acacia georginae,,,,,,,,0
Acacia greggii,,,,,,,,0.25
Acacia maitlandii,,,,,,,,0
Acacia murrayana,,,,,,,,0
Acacia papyrocarpa,,,,,,,,0
Acaena agnipila,,,,,,,,1
Acalypha cincta,,,,,,,,0
Acalypha filipes,,,,,,,,0
Acalypha glabrata,,,,,,,,1
Acalypha langiana,,,,,,,,0
Acalypha rhomboidea,,,,,,,,0
Acanthocladus scleroxylon,,,,,,,,0
Acanthospermum hispidum,,,,,,,,0
Acca sellowiana,,,,,,,,1
Acer buergerianum,,,,,,,,1
Achimenes longiflora,,,,,,,,0
Achnatherum inebrians,,,,,,,,0
Acmispon maritimus,,,,,,,,0
Acmispon strigosus,,,,,,,,0
Aconitum septentrionale,,,,,,,,0
Acridocarpus natalitius,,,,,,,,1
Actinobole uliginosum,,,,,,,,0
Adenia fruticosa,,,,,,,,0
Adenia gummifera,,,,,,,,0
Adenia spinosa,,,,,,,,0
Adenium multiflorum,,,,,,,,0
Adenopodia spicata,,,,,,,,1
Adenostoma fasciculatum,,,,,,,,0
Adonis aestivalis,,,,,,,,0
Adonis flammea,,,,,,,,0
Aegilops biuncialis,,,,,,,,0
Aegilops kotschyi,,,,,,,,0
Aeschynomene indica,,,,,,,,0
Aesculus flava,,,,,,,,0
Aesculus pavia,,,,,,,,0.333333333333333
Aesculus sylvatica,,,,,,,,0.142857142857143
Afrocanthium mundianum,,,,,,,,0
Afrocanthium racemulosum,,,,,,,,0
Agastache nepetoides,,,,,,,,0
Agave americana,,,,,,,,0.5
Agave sisalana,,,,,,,,1
Aglaia flavida,,,,,,,,1
Agrimonia parviflora,,,,,,,,1
Agrostis hyemalis,,,,,,,,0
Agrostis mertensii,,,,,,,,0
Aizoon africanum,,,,,,,,0
Albizia adianthifolia,,,,,,,,0
Albizia amara,,,,,,,,1
Albizia anthelmintica,,,,,,,,1
Albizia brevifolia,,,,,,,,1
Albizia forbesii,,,,,,,,1
Albizia glaberrima,,,,,,,,1
Albizia gummifera,,,,,,,,0
Albizia harveyi,,,,,,,,1
Albizia petersiana,,,,,,,,1
Albizia procera,,,,,,,,1
Albizia suluensis,,,,,,,,1
Albizia tanganyicensis,,,,,,,,1
Albizia versicolor,,,,,,,,1
Albizia zimmermannii,,,,,,,,1
Alchornea hirtella,,,,,,,,1
Alchornea laxiflora,,,,,,,,1
Alisma gramineum,,,,,,,,0
Alisma lanceolatum,,,,,,,,0
Allium angulosum,,,,,,,,0
Allium praecox,,,,,,,,0
Allium stellatum,,,,,,,,0
Alloispermum colimense,,,,,,,,1
Alloispermum integrifolium,,,,,,,,1
Alloispermum scabrum,,,,,,,,1
Allophyllum gilioides,,,,,,,,0
Allophylus floribundus,,,,,,,,0
Allophylus leptostachys,,,,,,,,0
Aloe africana,,,,,,,,1
Aloe angelica,,,,,,,,1
Aloe arborescens,,,,,,,,1
Aloe castanea,,,,,,,,1
Aloe comosa,,,,,,,,1
Aloe excelsa,,,,,,,,1
Aloe ferox,,,,,,,,0.5
Aloe marlothii,,,,,,,,1
Aloe pillansii,,,,,,,,1
Aloe plicatilis,,,,,,,,0.5
Aloe pluridens,,,,,,,,1
Aloe ramosissima,,,,,,,,1
Aloe speciosa,,,,,,,,1
Aloe spicata,,,,,,,,1
Aloe thraskii,,,,,,,,1
Aloidendron barberae,,,,,,,,1
Aloidendron dichotomum,,,,,,,,1
Alysicarpus monilifer,,,,,,,,1
Alyssum linifolium,,,,,,,,0
Amaranthus fimbriatus,,,,,,,,0
Amaranthus mitchellii,,,,,,,,0
Amaranthus polygonoides,,,,,,,,0
Amblygonocarpus andongensis,,,,,,,,1
Ambrosia acanthicarpa,,,,,,,,1
Ambrosia dumosa,,,,,,,,0
Ambrosia salsola,,,,,,,,0
Amelanchier interior,,,,,,,,1
Ammi majus,,,,,,,,0
Ammochloa palaestina,,,,,,,,0
Amorpha californica,,,,,,,,1
Amorpha canescens,,,,,,,,1
Amorpha fruticosa,,,,,,,,1
Amorpha nana,,,,,,,,1
Amphicarpum amphicarpon,,,,,,,,0
Amphirrhox longifolia,,,,,,,,0
Anadenanthera colubrina,,,,,,,,0
Anadenanthera peregrina,,,,,,,,0
Anchusa capensis,,,,,,,,0
Andrachne ovalis,,,,,,,,0
Andromeda glaucophylla,,,,,,,,1
Andropogon glomeratus,,,,,,,,0
Andropogon gyrans,,,,,,,,0
Andropogon longiberbis,,,,,,,,0
Andropogon virginicus,,,,,,,,0
Anemone acutiloba,,,,,,,,0
Anemone quinquefolia,,,,,,,,0
Anemonella thalictroides,,,,,,,,0
Anisodontea triloba,,,,,,,,0
Anisotes formosissimus,,,,,,,,0
Antenoron filiforme,,,,,,,,0
Anthemis chrysantha,,,,,,,,0
Anthonotha cladantha,,,,,,,,0
Anthosachne scabra,,,,,,,,1
Anthyllis barba-jovis,,,,,,,,0
Anthyllis hermanniae,,,,,,,,0
Antinoria agrostidea,,,,,,,,1
Apiastrum angustifolium,,,,,,,,0
Aquilegia canadensis,,,,,,,,0
Arabidopsis lyrata,,,,,,,,0
Arabis scabra,,,,,,,,0
Arachnothryx manantlanensis,,,,,,,,0
Araucaria bidwillii,,,,,,,,1
Arbutus arizonica,,,,,,,,1
Arctostaphylos canescens,,,,,,,,0
Arctostaphylos glandulosa,,,,,,,,0
Arenaria lanuginosa,,,,,,,,0
Arenaria montana,,,,,,,,0
Arenaria provincialis,,,,,,,,0
Argomuellera macrophylla,,,,,,,,0
Argyrolobium zanonii,,,,,,,,0
Aria pannonica,,,,,,,,0
Aristida anthoxanthoides,,,,,,,,1
Aristida biglandulosa,,,,,,,,1
Aristida capillifolia,,,,,,,,1
Aristida congesta,,,,,,,,0.75
Aristida inaequiglumis,,,,,,,,1
Aristida latifolia,,,,,,,,1
Aristida nitidula,,,,,,,,1
Aristida purpurascens,,,,,,,,1
Aristida strigosa,,,,,,,,1
Aristolochia pallida,,,,,,,,0
Aristolochia pistolochia,,,,,,,,0
Aristolochia rotunda,,,,,,,,0
Armeniaca dasycarpa,,,,,,,,1
Arnebia decumbens,,,,,,,,0
Artemisia californica,,,,,,,,0
Artemisia frigida,,,,,,,,0
Arthrocaulon macrostachyum,,,,,,,,0
Arthropodium minus,,,,,,,,0
Asimina parviflora,,,,,,,,1
Aspidosperma auriculatum,,,,,,,,0
Aspidosperma eteanum,,,,,,,,0
Astragalus amalecitanus,,,,,,,,0
Astragalus baionensis,,,,,,,,0
Astragalus congdonii,,,,,,,,0
Astragalus cottonii,,,,,,,,0
Astragalus cruciatus,,,,,,,,0
Astragalus hispidulus,,,,,,,,0
Astragalus hypogaeus,,,,,,,,0
Astragalus hypoglottis,,,,,,,,0
Astragalus incanus,,,,,,,,0
Astragalus sanctus,,,,,,,,0
Astragalus tragacantha,,,,,,,,0
Atalaya alata,,,,,,,,1
Atalaya natalensis,,,,,,,,1
Atriplex halimus,,,,,,,,0
Atriplex humifusa,,,,,,,,0
Atriplex leptocarpa,,,,,,,,0
Atriplex nummularia,,,,,,,,0.5
Atriplex pedunculata,,,,,,,,0
Atriplex pseudocampanulata,,,,,,,,0
Atriplex stipitata,,,,,,,,0
Avena wiestii,,,,,,,,0
Axonopus siccus,,,,,,,,0
Azanza garckeana,,,,,,,,1
Bahiopsis laciniata,,,,,,,,1
Baikiaea plurijuga,,,,,,,,1
Baileya multiradiata,,,,,,,,0
Banksia penicillata,,,,,,,,0
Baphia massaiensis,,,,,,,,1
Baphia racemosa,,,,,,,,1
Baptisia alba,,,,,,,,0
Baptisia australis,,,,,,,,0
Baptisia bracteata,,,,,,,,0
Barleria albostellata,,,,,,,,1
Barleria rotundifolia,,,,,,,,1
Bassia salsoloides,,,,,,,,0
Batodendron arboreum,,,,,,,,1
Bauhinia acreana,,,,,,,,0
Bauhinia forficata,,,,,,,,0
Bauhinia galpinii,,,,,,,,1
Bauhinia longicuspis,,,,,,,,0
Bauhinia natalensis,,,,,,,,1
Bauhinia petersiana,,,,,,,,1
Bauhinia tomentosa,,,,,,,,1
Bauhinia ungulata,,,,,,,,0
Bauhinia variegata,,,,,,,,1
Begonia laporteifolia,,,,,,,,0
Berberis bealei,,,,,,,,1
Bergbambos tessellata,,,,,,,,0
Bernardia mexicana,,,,,,,,0
Bertya ingramii,,,,,,,,1
Bertya rosmarinifolia,,,,,,,,1
Betula humilis,,,,,,,,0
Betula nana,,,,,,,,0
Bidens aequisquama,,,,,,,,1
Bidens cynapiifolia,,,,,,,,1
Bidens reptans,,,,,,,,1
Bivinia jalbertii,,,,,,,,1
Blainvillea gayana,,,,,,,,1
Bloomeria crocea,,,,,,,,0
Boerhavia coccinea,,,,,,,,1
Boerhavia diffusa,,,,,,,,1
Boerhavia erecta,,,,,,,,1
Bolusanthus speciosus,,,,,,,,1
Bombax rhodognaphalon,,,,,,,,0
Bonplandia geminiflora,,,,,,,,0
Borodinia laevigata,,,,,,,,0
Boscia angustifolia,,,,,,,,1
Boscia mossambicensis,,,,,,,,1
Boscia salicifolia,,,,,,,,1
Bothriochloa macra,,,,,,,,1
Bourreria ovata,,,,,,,,1
Bouteloua curtipendula,,,,,,,,0
Bouteloua gracilis,,,,,,,,0
Bouteloua trifida,,,,,,,,0
Bowkeria cymosa,,,,,,,,1
Bowkeria verticillata,,,,,,,,1
Brabejum stellatifolium,,,,,,,,1
Brachiaria fasciculata,,,,,,,,0
Brachyachne convergens,,,,,,,,0
Brachychiton populneus,,,,,,,,1
Brachylaena discolor,,,,,,,,0
Brachylaena elliptica,,,,,,,,0
Brachylaena huillensis,,,,,,,,0
Brachylaena neriifolia,,,,,,,,0
Brachylaena rotundata,,,,,,,,0
Brachylaena transvaalensis,,,,,,,,0
Brachyscome curvicarpa,,,,,,,,0
Brachyscome lineariloba,,,,,,,,0
Brachystegia boehmii,,,,,,,,1
Brassavola nodosa,,,,,,,,0
Breonadia salicina,,,,,,,,1
Bridelia tenuifolia,,,,,,,,0
Bromus moeszii,,,,,,,,1
Bromus scoparius,,,,,,,,0
Broughtonia lindenii,,,,,,,,0
Brunia trigyna,,,,,,,,0
Buddleja dysophylla,,,,,,,,1
Buddleja madagascariensis,,,,,,,,1
Buddleja saligna,,,,,,,,1
Buddleja salviifolia,,,,,,,,1
Bulbine bulbosa,,,,,,,,0
Bulbine sedifolia,,,,,,,,0
